batteryAge,chargingCycles,chargingFrequency,fastChargingUsage,averageTemperature,chargingDuration,dailyDistance,socHistory,batteryCapacity,voltage,current,is_two_wheeler,is_three_wheeler,is_four_wheeler,is_bus,is_chemistry_lfp,is_chemistry_nmc,is_chemistry_lead_acid,SOH,RUL
0.5,250,1.0,10.0,40.0,10.0,40.0,69.3,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,89.5,60
0.47,95,0.73,24.55,4.0,7.82,36.4,47.4,2.0,3.85,0.9666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,73.81,0
2.5,750,1.0,60.0,40.0,3.7,40.0,69.3,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,73.0,45
3.5,840,1.0,10.0,35.0,2.0,40.0,69.3,4.0,48.0,83.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,70.5,21
0.2,125,1.0,10.0,40.0,10.0,40.0,69.3,30.0,320.0,93.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,90.75,60
4.0,1200,3.0,30.0,35.0,2.0,150.0,40.0,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,66.5,17
3.0,2400,1.0,60.0,35.0,10.0,40.0,69.3,310.0,640.0,484.38,0.0,0.0,0.0,1.0,1.0,0.0,0.0,72.0,60
0.5,250,1.0,10.0,25.0,10.0,20.0,74.7,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,97.0,60
3.0,2400,1.0,80.0,45.0,10.0,40.0,69.3,310.0,640.0,484.38,0.0,0.0,0.0,1.0,1.0,0.0,0.0,66.0,60
0.01,3,0.73,24.55,4.0,7.82,36.4,48.0,2.0,3.66,1.9318,1.0,0.0,0.0,0.0,0.0,1.0,0.0,80.08,0
4.8,3800,1.6,10.0,45.0,10.0,80.0,58.7,186.0,540.0,344.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,60.0,12
4.8,1900,1.6,80.0,40.0,10.0,80.0,58.7,40.5,320.0,126.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,61.0,6
0.1,12,3.0,10.0,45.0,2.0,150.0,40.0,4.0,48.0,83.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,89.65,60
4.0,3200,1.0,60.0,25.0,10.0,20.0,74.7,310.0,640.0,484.38,0.0,0.0,0.0,1.0,1.0,0.0,0.0,70.0,47
2.0,1000,3.0,60.0,40.0,4.0,150.0,40.0,30.0,320.0,93.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,76.5,60
0.2,200,3.0,30.0,40.0,10.0,150.0,40.0,186.0,540.0,344.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,90.25,60
4.5,1350,1.6,30.0,45.0,2.0,80.0,58.7,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,60.0,8
4.5,1350,1.6,60.0,35.0,2.0,80.0,58.7,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,61.5,8
2.0,1600,1.0,30.0,45.0,10.0,40.0,69.3,310.0,640.0,484.38,0.0,0.0,0.0,1.0,1.0,0.0,0.0,75.5,60
5.0,1188,1.0,10.0,35.0,3.7,20.0,74.7,3.7,48.0,77.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,65.3,0
0.5,250,1.0,10.0,35.0,10.0,40.0,69.3,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,92.0,60
0.5,250,1.0,80.0,25.0,10.0,20.0,74.7,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,94.0,60
0.28,56,0.73,24.55,4.0,7.82,36.4,45.7,2.0,3.62,1.9138,1.0,0.0,0.0,0.0,0.0,1.0,0.0,57.02,0
3.0,2400,1.0,10.0,25.0,10.0,40.0,69.3,310.0,640.0,484.38,0.0,0.0,0.0,1.0,1.0,0.0,0.0,79.0,60
0.1,25,1.6,60.0,35.0,10.0,80.0,58.7,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,92.7,60
0.2,41,1.36,47.27,24.0,6.91,68.2,49.1,2.0,3.9,1.9098,1.0,0.0,0.0,0.0,0.0,1.0,0.0,90.58,9
0.5,400,1.0,30.0,35.0,10.0,40.0,69.3,186.0,540.0,344.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,91.0,60
1.5,450,1.6,60.0,40.0,2.0,80.0,58.7,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,80.0,60
4.8,1140,1.6,30.0,40.0,2.0,80.0,58.7,3.7,48.0,77.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,63.5,3
0.53,106,0.73,24.55,4.0,7.82,36.4,46.4,2.0,3.8,0.9572,1.0,0.0,0.0,0.0,0.0,1.0,0.0,64.49,0
2.5,1000,1.0,10.0,25.0,10.0,40.0,69.3,40.5,320.0,126.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,85.0,60
4.8,1425,1.0,60.0,40.0,3.7,40.0,69.3,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,60.0,4
4.8,950,3.0,60.0,35.0,2.0,150.0,40.0,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,3
3.0,600,1.0,80.0,40.0,2.5,20.0,74.7,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,68.5,24
4.5,1800,3.0,30.0,40.0,5.4,150.0,40.0,40.5,320.0,126.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,65.0,11
0.47,94,1.36,47.27,24.0,6.91,68.2,48.0,2.0,3.87,1.9103,1.0,0.0,0.0,0.0,0.0,1.0,0.0,79.75,1
0.12,24,1.3,45.0,22.0,7.0,65.0,47.6,2.0,3.75,1.9142,1.0,0.0,0.0,0.0,0.0,1.0,0.0,75.68,0
3.0,720,1.0,30.0,35.0,2.0,40.0,69.3,3.7,48.0,77.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,76.5,28
2.0,480,3.0,10.0,35.0,2.0,150.0,40.0,4.0,48.0,83.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,81.0,43
4.5,1080,1.0,60.0,35.0,4.0,20.0,74.7,4.0,48.0,83.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,61.5,7
0.1,12,1.0,60.0,40.0,3.7,20.0,74.7,3.7,48.0,77.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,90.2,60
2.0,1000,1.0,30.0,45.0,10.0,40.0,69.3,30.0,320.0,93.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,75.5,60
4.0,1200,1.6,30.0,25.0,2.0,80.0,58.7,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,71.5,17
0.24,49,0.73,24.55,4.0,7.82,36.4,40.3,2.0,3.95,0.5604,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.4,0
1.0,300,3.0,80.0,45.0,2.0,150.0,40.0,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,80.0,60
0.09,18,1.97,68.86,43.0,6.05,98.4,48.4,2.0,3.65,3.8639,0.0,0.0,1.0,0.0,0.0,1.0,0.0,84.2,60
0.75,150,1.36,47.27,24.0,6.91,68.2,46.5,2.0,3.22,3.8678,1.0,0.0,0.0,0.0,0.0,1.0,0.0,65.12,0
5.0,1980,1.0,60.0,40.0,10.0,40.0,69.3,40.5,320.0,126.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,60.8,1
0.26,51,0.73,24.55,4.0,7.82,36.4,45.3,2.0,3.53,1.9322,1.0,0.0,0.0,0.0,0.0,1.0,0.0,52.78,0
3.0,900,3.0,30.0,35.0,2.0,150.0,40.0,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,73.5,36
1.0,240,3.0,80.0,40.0,2.0,150.0,40.0,4.0,48.0,83.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,82.5,57
0.85,171,1.36,47.27,24.0,6.91,68.2,46.5,2.0,3.2,3.8679,1.0,0.0,0.0,0.0,0.0,1.0,0.0,64.86,0
4.8,2375,1.0,60.0,35.0,10.0,40.0,69.3,30.0,320.0,93.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,60.0,7
2.5,1250,1.0,10.0,25.0,10.0,40.0,69.3,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,85.0,60
0.1,25,1.0,10.0,35.0,10.0,40.0,69.3,30.0,320.0,93.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,94.65,60
2.5,1250,1.0,10.0,40.0,10.0,20.0,74.7,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,77.5,60
4.5,1080,1.0,80.0,35.0,3.7,20.0,74.7,3.7,48.0,77.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,65.0,7
1.0,500,3.0,30.0,25.0,4.0,150.0,40.0,30.0,320.0,93.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,92.5,60
4.8,1140,1.6,80.0,25.0,2.0,80.0,58.7,3.7,48.0,77.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,68.5,3
4.5,1800,1.0,60.0,45.0,10.0,20.0,74.7,40.5,320.0,126.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,61.0,11
4.0,1600,1.0,60.0,40.0,10.0,20.0,74.7,40.5,320.0,126.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,66.5,23
0.49,98,0.73,24.55,4.0,7.82,36.4,46.9,2.0,3.79,0.9569,1.0,0.0,0.0,0.0,0.0,1.0,0.0,68.62,0
0.5,120,1.0,10.0,25.0,4.0,20.0,74.7,4.0,48.0,83.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,96.5,60
4.0,2000,1.0,30.0,45.0,10.0,20.0,74.7,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,65.5,29
2.5,750,1.6,10.0,40.0,2.0,80.0,58.7,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,75.0,45
5.0,990,1.6,10.0,25.0,2.0,80.0,58.7,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,65.35,0
1.5,750,1.0,30.0,40.0,10.0,40.0,69.3,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,83.0,60
5.0,2475,1.0,80.0,45.0,10.0,20.0,74.7,30.0,320.0,93.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,60.0,1
0.5,200,1.6,10.0,45.0,10.0,80.0,58.7,40.5,320.0,126.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,87.0,60
0.11,22,1.36,47.27,24.0,6.91,68.2,48.5,2.0,3.86,1.9281,1.0,0.0,0.0,0.0,0.0,1.0,0.0,85.43,1
2.5,1250,1.0,30.0,25.0,10.0,20.0,74.7,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,84.5,60
2.5,2000,1.0,30.0,25.0,10.0,40.0,69.3,186.0,540.0,344.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,82.0,60
0.5,150,1.0,80.0,25.0,3.7,40.0,69.3,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,93.5,60
0.04,9,1.36,47.27,24.0,6.91,68.2,49.2,2.0,3.86,1.9326,1.0,0.0,0.0,0.0,0.0,1.0,0.0,92.01,34
0.13,26,1.3,45.0,22.0,7.0,65.0,47.8,2.0,3.81,1.9093,1.0,0.0,0.0,0.0,0.0,1.0,0.0,77.69,0
4.5,1800,1.6,10.0,35.0,10.0,80.0,58.7,40.5,320.0,126.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,68.0,11
0.34,68,0.73,24.55,4.0,7.82,36.4,40.4,2.0,3.95,0.5602,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.61,0
3.0,600,3.0,80.0,45.0,2.0,150.0,40.0,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,66.0,24
0.2,39,1.36,47.27,24.0,6.91,68.2,48.8,2.0,3.78,1.9157,1.0,0.0,0.0,0.0,0.0,1.0,0.0,88.12,0
3.5,840,1.0,10.0,40.0,2.0,40.0,69.3,3.7,48.0,77.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,71.5,21
3.5,1750,1.6,60.0,25.0,10.0,80.0,58.7,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,77.0,45
2.5,1000,1.6,80.0,45.0,10.0,80.0,58.7,40.5,320.0,126.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,72.0,60
4.0,3200,3.0,30.0,40.0,10.0,150.0,40.0,310.0,640.0,484.38,0.0,0.0,0.0,1.0,1.0,0.0,0.0,64.0,47
0.1,20,0.73,24.55,4.0,7.82,36.4,43.7,2.0,3.56,1.9094,1.0,0.0,0.0,0.0,0.0,1.0,0.0,36.88,0
3.0,600,1.0,10.0,25.0,2.5,20.0,74.7,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,79.0,24
4.5,1080,3.0,60.0,35.0,2.0,150.0,40.0,3.7,48.0,77.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,66.0,7
0.19,38,0.73,24.55,4.0,7.82,36.4,45.7,2.0,3.61,1.9139,1.0,0.0,0.0,0.0,0.0,1.0,0.0,57.29,0
0.03,6,1.36,47.27,24.0,6.91,68.2,49.1,2.0,3.84,1.9325,1.0,0.0,0.0,0.0,0.0,1.0,0.0,90.88,4
0.22,44,0.73,24.55,4.0,7.82,36.4,44.9,2.0,3.58,1.9313,1.0,0.0,0.0,0.0,0.0,1.0,0.0,49.17,0
0.06,12,1.97,68.86,43.0,6.05,98.4,48.8,2.0,3.68,3.8629,0.0,0.0,1.0,0.0,0.0,1.0,0.0,88.49,60
4.8,1140,1.0,10.0,25.0,3.7,20.0,74.7,3.7,48.0,77.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,71.5,3
4.0,3200,3.0,30.0,25.0,10.0,150.0,40.0,186.0,540.0,344.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,71.5,47
1.5,450,3.0,30.0,25.0,2.0,150.0,40.0,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,89.0,60
0.83,167,1.36,47.27,24.0,6.91,68.2,45.9,2.0,3.7,1.9302,1.0,0.0,0.0,0.0,0.0,1.0,0.0,58.75,0
0.08,16,2.0,70.0,44.0,6.0,100.0,48.7,2.0,3.99,0.9589,0.0,0.0,1.0,0.0,0.0,1.0,0.0,86.59,0
4.8,950,1.0,60.0,35.0,2.5,20.0,74.7,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,3
4.5,2250,1.0,80.0,35.0,10.0,20.0,74.7,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,65.0,14
0.1,25,1.0,30.0,45.0,10.0,20.0,74.7,30.0,320.0,93.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,89.15,60
2.0,400,3.0,80.0,25.0,2.0,150.0,40.0,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,83.0,36
0.03,6,1.97,68.86,43.0,6.05,98.4,48.8,2.0,3.65,3.863,0.0,0.0,1.0,0.0,0.0,1.0,0.0,87.53,60
2.0,1600,3.0,60.0,25.0,10.0,150.0,40.0,310.0,640.0,484.38,0.0,0.0,0.0,1.0,1.0,0.0,0.0,84.0,60
3.5,2800,1.6,30.0,35.0,10.0,80.0,58.7,310.0,640.0,484.38,0.0,0.0,0.0,1.0,1.0,0.0,0.0,70.0,60
0.35,70,1.36,47.27,24.0,6.91,68.2,48.1,2.0,3.87,1.932,1.0,0.0,0.0,0.0,0.0,1.0,0.0,81.39,1
1.0,240,1.0,80.0,40.0,4.0,20.0,74.7,4.0,48.0,83.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,82.5,57
0.1,15,1.0,10.0,35.0,7.4,20.0,74.7,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,94.65,60
3.0,1200,1.0,30.0,40.0,10.0,40.0,69.3,40.5,320.0,126.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,74.0,48
2.5,500,3.0,60.0,35.0,2.0,150.0,40.0,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,75.5,30
0.21,43,0.73,24.55,4.0,7.82,36.4,46.1,2.0,3.6,1.9127,1.0,0.0,0.0,0.0,0.0,1.0,0.0,61.36,0
4.8,2375,1.6,80.0,25.0,10.0,80.0,58.7,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,68.5,7
5.0,2475,1.0,30.0,45.0,10.0,20.0,74.7,30.0,320.0,93.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,60.0,1
2.5,750,3.0,80.0,35.0,2.0,150.0,40.0,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,74.5,45
1.5,750,3.0,30.0,40.0,9.7,150.0,40.0,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,83.0,60
0.21,42,0.73,24.55,4.0,7.82,36.4,40.4,2.0,2.85,3.8668,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.21,0
4.5,3600,1.6,80.0,40.0,10.0,80.0,58.7,310.0,640.0,484.38,0.0,0.0,0.0,1.0,1.0,0.0,0.0,60.0,23
1.0,800,1.0,80.0,40.0,10.0,20.0,74.7,186.0,540.0,344.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,82.5,60
0.32,63,1.36,47.27,24.0,6.91,68.2,47.8,2.0,3.34,3.867,1.0,0.0,0.0,0.0,0.0,1.0,0.0,78.24,0
4.8,1425,1.0,30.0,25.0,3.7,40.0,69.3,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,66.25,4
4.0,800,3.0,60.0,40.0,2.0,150.0,40.0,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,62.5,11
4.0,960,1.0,10.0,35.0,4.0,20.0,74.7,4.0,48.0,83.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,14
4.5,3600,1.0,10.0,35.0,10.0,20.0,74.7,310.0,640.0,484.38,0.0,0.0,0.0,1.0,1.0,0.0,0.0,63.5,23
2.0,800,1.0,10.0,45.0,10.0,40.0,69.3,40.5,320.0,126.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,78.0,60
0.2,60,1.0,60.0,40.0,2.0,40.0,69.3,3.7,48.0,77.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,89.0,60
4.8,1425,1.0,10.0,40.0,7.4,20.0,74.7,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,60.0,4
0.5,100,1.0,60.0,40.0,2.5,20.0,74.7,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,87.0,54
0.1,10,1.0,30.0,25.0,2.5,20.0,74.7,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,99.15,59
0.36,73,0.73,24.55,4.0,7.82,36.4,40.4,2.0,3.96,0.4801,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.67,0
4.8,2375,1.6,80.0,40.0,10.0,80.0,58.7,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,61.0,7
0.92,183,1.36,47.27,24.0,6.91,68.2,46.5,2.0,3.19,3.8676,1.0,0.0,0.0,0.0,0.0,1.0,0.0,65.45,0
0.06,12,0.73,24.55,4.0,7.82,36.4,45.2,2.0,3.57,1.9315,1.0,0.0,0.0,0.0,0.0,1.0,0.0,51.95,0
2.5,500,1.0,30.0,35.0,2.5,20.0,74.7,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,77.0,30
4.0,2000,1.6,80.0,35.0,10.0,80.0,58.7,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,68.0,29
0.17,33,0.73,24.55,4.0,7.82,36.4,46.0,2.0,3.6,1.9133,1.0,0.0,0.0,0.0,0.0,1.0,0.0,60.07,0
0.5,250,1.0,80.0,35.0,10.0,20.0,74.7,30.0,320.0,93.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,88.5,60
3.0,720,3.0,80.0,35.0,2.0,150.0,40.0,3.7,48.0,77.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,74.0,28
0.5,250,1.6,60.0,45.0,10.0,80.0,58.7,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,85.0,60
0.5,400,1.6,60.0,45.0,10.0,80.0,58.7,186.0,540.0,344.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,84.5,60
0.08,16,1.3,45.0,22.0,7.0,65.0,47.8,2.0,3.75,1.9141,1.0,0.0,0.0,0.0,0.0,1.0,0.0,77.62,0
0.8,160,1.36,47.27,24.0,6.91,68.2,46.5,2.0,3.8,1.9323,1.0,0.0,0.0,0.0,0.0,1.0,0.0,65.17,0
4.5,1080,3.0,30.0,25.0,2.0,150.0,40.0,3.7,48.0,77.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,72.5,7
4.0,3200,1.0,10.0,25.0,10.0,20.0,74.7,310.0,640.0,484.38,0.0,0.0,0.0,1.0,1.0,0.0,0.0,72.0,47
0.5,400,1.6,60.0,40.0,10.0,80.0,58.7,310.0,640.0,484.38,0.0,0.0,0.0,1.0,1.0,0.0,0.0,87.0,60
